length,gamut,line
16,8,"[0, 0, 0, 2, 4, 5, 7, 5, 4, 2, 0, 0, 2, 4, 2, 0]"
16,12,"[0, 2, 4, 4, 4, 5, 4, 4, 5, 7, 5, 4, 4, 2, 2, 0]"
16,12,"[0, 0, 0, 2, 0, 2, 2, 4, 5, 4, 5, 7, 5, 4, 2, 0]"
16,12,"[0, 0, 2, 4, 5, 7, 5, 5, 4, 2, 0, 2, 4, 4, 2, 0]"
16,12,"[0, 2, 0, 2, 2, 4, 5, 7, 5, 4, 2, 0, 0, 0, 2, 0]"
16,12,"[0, 2, 4, 4, 5, 5, 7, 5, 4, 5, 4, 4, 5, 4, 2, 0]"
16,16,"[0, 2, 4, 5, 7, 9, 11, 12, 11, 9, 7, 7, 5, 4, 2, 0]"
16,16,"[0, 2, 4, 5, 7, 9, 11, 11, 12, 11, 9, 7, 5, 4, 2, 0]"
16,16,"[0, 2, 4, 5, 7, 9, 9, 11, 12, 11, 9, 7, 5, 4, 2, 0]"
16,16,"[0, 0, 2, 4, 5, 7, 9, 11, 12, 11, 9, 7, 5, 4, 2, 0]"
16,16,"[0, 2, 4, 5, 7, 9, 11, 12, 11, 9, 7, 5, 4, 4, 2, 0]"
16,20,"[0, 0, 2, 4, 5, 7, 9, 11, 12, 11, 9, 7, 5, 4, 2, 0]"
16,20,"[0, 2, 4, 5, 7, 9, 11, 12, 11, 9, 7, 5, 4, 2, 2, 0]"
16,20,"[0, 2, 4, 5, 7, 9, 11, 12, 11, 9, 7, 5, 4, 4, 2, 0]"
16,20,"[0, 2, 4, 5, 7, 7, 9, 11, 12, 11, 9, 7, 5, 4, 2, 0]"
16,20,"[0, 2, 4, 5, 7, 9, 11, 12, 11, 11, 9, 7, 5, 4, 2, 0]"
16,24,"[0, 2, 4, 5, 7, 9, 11, 12, 11, 9, 7, 5, 4, 2, 2, 0]"
16,24,"[0, 2, 4, 5, 7, 9, 11, 12, 11, 9, 7, 5, 4, 4, 2, 0]"
16,24,"[0, 2, 4, 5, 7, 9, 11, 12, 11, 9, 7, 5, 5, 4, 2, 0]"
16,24,"[0, 2, 4, 5, 7, 9, 11, 12, 11, 9, 9, 7, 5, 4, 2, 0]"
16,24,"[0, 2, 4, 5, 7, 7, 9, 11, 12, 11, 9, 7, 5, 4, 2, 0]"
16,28,"[0, 2, 4, 5, 7, 9, 11, 12, 11, 9, 7, 5, 5, 4, 2, 0]"
16,28,"[0, 2, 4, 5, 7, 9, 11, 12, 11, 9, 7, 5, 4, 2, 2, 0]"
16,28,"[0, 0, 2, 4, 5, 7, 9, 11, 12, 11, 9, 7, 5, 4, 2, 0]"
16,28,"[0, 2, 4, 5, 7, 9, 11, 12, 11, 9, 7, 5, 4, 4, 2, 0]"
16,28,"[0, 2, 4, 5, 7, 9, 11, 11, 12, 11, 9, 7, 5, 4, 2, 0]"
16,32,"[0, 2, 4, 5, 7, 9, 11, 12, 11, 9, 7, 5, 5, 4, 2, 0]"
16,32,"[0, 2, 4, 5, 7, 9, 11, 11, 12, 11, 9, 7, 5, 4, 2, 0]"
16,32,"[0, 2, 4, 5, 7, 9, 9, 11, 12, 11, 9, 7, 5, 4, 2, 0]"
16,32,"[0, 2, 2, 4, 5, 7, 9, 11, 12, 11, 9, 7, 5, 4, 2, 0]"
16,32,"[0, 2, 4, 5, 7, 9, 11, 12, 11, 11, 9, 7, 5, 4, 2, 0]"
20,8,"[0, 0, 2, 4, 5, 7, 5, 4, 2, 0, 0, 2, 0, 0, 0, 0, 2, 4, 2, 0]"
20,8,"[0, 2, 0, 2, 4, 4, 4, 5, 7, 5, 5, 5, 4, 2, 2, 0, 0, 0, 2, 0]"
20,8,"[0, 2, 2, 4, 5, 4, 2, 0, 0, 0, 2, 4, 2, 4, 5, 7, 5, 4, 2, 0]"
20,8,"[0, 2, 0, 2, 2, 4, 5, 7, 5, 4, 2, 2, 0, 2, 2, 0, 2, 4, 2, 0]"
20,8,"[0, 2, 4, 5, 7, 5, 4, 2, 2, 0, 0, 2, 0, 0, 2, 4, 2, 0, 2, 0]"
20,12,"[0, 2, 0, 2, 4, 2, 4, 2, 4, 4, 2, 0, 2, 4, 5, 7, 5, 4, 2, 0]"
20,12,"[0, 2, 4, 5, 5, 5, 7, 5, 4, 2, 4, 5, 5, 5, 4, 5, 4, 2, 2, 0]"
20,12,"[0, 2, 4, 5, 4, 4, 5, 7, 5, 4, 2, 0, 0, 0, 0, 0, 0, 0, 2, 0]"
20,12,"[0, 2, 4, 4, 2, 2, 4, 5, 5, 5, 4, 2, 2, 4, 5, 7, 5, 4, 2, 0]"
20,12,"[0, 0, 0, 0, 0, 0, 2, 0, 2, 4, 5, 7, 5, 4, 5, 4, 4, 4, 2, 0]"
20,16,"[0, 2, 4, 5, 7, 7, 9, 11, 9, 7, 9, 11, 12, 11, 9, 7, 5, 4, 2, 0]"
20,16,"[0, 2, 4, 5, 7, 7, 5, 7, 5, 7, 9, 11, 12, 11, 9, 7, 5, 4, 2, 0]"
20,16,"[0, 2, 4, 5, 7, 9, 11, 12, 11, 11, 9, 9, 7, 5, 5, 7, 5, 4, 2, 0]"
20,16,"[0, 2, 4, 5, 4, 5, 7, 9, 11, 11, 11, 12, 11, 9, 7, 5, 5, 4, 2, 0]"
20,16,"[0, 2, 4, 4, 5, 7, 9, 11, 12, 11, 11, 9, 7, 5, 4, 4, 4, 2, 2, 0]"
20,20,"[0, 0, 2, 4, 5, 7, 9, 11, 9, 7, 9, 11, 12, 11, 9, 7, 5, 4, 2, 0]"
20,20,"[0, 2, 4, 5, 7, 9, 11, 12, 11, 9, 9, 7, 7, 5, 4, 2, 0, 0, 2, 0]"
20,20,"[0, 2, 4, 4, 5, 7, 9, 11, 12, 11, 9, 9, 7, 5, 4, 2, 2, 0, 2, 0]"
20,20,"[0, 0, 2, 4, 5, 4, 5, 7, 9, 11, 12, 11, 9, 7, 5, 4, 4, 2, 2, 0]"
20,20,"[0, 2, 4, 5, 7, 9, 11, 12, 11, 9, 9, 11, 11, 9, 9, 7, 5, 4, 2, 0]"
20,24,"[0, 2, 4, 5, 4, 5, 7, 9, 11, 11, 11, 11, 12, 11, 9, 7, 5, 4, 2, 0]"
20,24,"[0, 2, 0, 2, 4, 5, 7, 9, 11, 9, 11, 12, 11, 9, 7, 5, 4, 4, 2, 0]"
20,24,"[0, 2, 4, 5, 7, 9, 11, 12, 11, 9, 9, 11, 9, 7, 5, 4, 5, 4, 2, 0]"
20,24,"[0, 2, 4, 5, 7, 9, 11, 11, 12, 11, 9, 7, 5, 4, 5, 7, 5, 4, 2, 0]"
20,24,"[0, 2, 4, 5, 5, 7, 9, 11, 12, 11, 9, 7, 5, 4, 2, 0, 0, 0, 2, 0]"
20,28,"[0, 2, 4, 5, 5, 7, 5, 7, 5, 7, 9, 11, 12, 11, 9, 7, 5, 4, 2, 0]"
20,28,"[0, 2, 4, 5, 7, 9, 7, 9, 11, 12, 11, 11, 9, 11, 9, 7, 5, 4, 2, 0]"
20,28,"[0, 2, 4, 5, 7, 5, 5, 7, 9, 11, 12, 11, 9, 7, 5, 4, 4, 2, 2, 0]"
20,28,"[0, 2, 0, 2, 4, 5, 7, 9, 11, 12, 11, 9, 7, 5, 4, 4, 2, 4, 2, 0]"
20,28,"[0, 2, 4, 5, 7, 9, 11, 11, 11, 12, 11, 9, 9, 7, 5, 5, 4, 2, 2, 0]"
20,32,"[0, 2, 4, 5, 7, 9, 11, 12, 11, 9, 7, 5, 4, 2, 0, 2, 2, 0, 2, 0]"
20,32,"[0, 2, 4, 5, 4, 5, 7, 9, 11, 12, 11, 9, 7, 5, 4, 2, 4, 2, 2, 0]"
20,32,"[0, 2, 4, 4, 5, 7, 9, 11, 12, 11, 9, 7, 5, 4, 2, 0, 0, 2, 2, 0]"
20,32,"[0, 2, 4, 5, 7, 9, 11, 12, 11, 9, 9, 7, 9, 7, 5, 7, 5, 4, 2, 0]"
20,32,"[0, 2, 4, 2, 0, 2, 4, 5, 7, 9, 11, 12, 11, 9, 7, 5, 4, 4, 2, 0]"
24,8,"[0, 2, 0, 0, 0, 2, 4, 5, 7, 5, 4, 4, 2, 0, 0, 2, 0, 2, 0, 2, 0, 2, 2, 0]"
24,8,"[0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 4, 2, 2, 4, 5, 7, 5, 4, 2, 0, 0, 2, 2, 0]"
24,8,"[0, 2, 4, 5, 5, 5, 7, 5, 4, 2, 2, 4, 4, 2, 4, 2, 4, 5, 4, 4, 2, 4, 2, 0]"
24,8,"[0, 2, 4, 2, 0, 0, 0, 0, 2, 4, 5, 7, 5, 5, 4, 2, 2, 4, 5, 5, 5, 4, 2, 0]"
24,8,"[0, 2, 2, 4, 5, 4, 5, 5, 5, 4, 5, 7, 5, 4, 2, 0, 2, 4, 2, 0, 0, 2, 2, 0]"
24,12,"[0, 2, 2, 0, 0, 2, 4, 4, 5, 7, 5, 5, 5, 5, 4, 2, 0, 0, 2, 0, 2, 0, 2, 0]"
24,12,"[0, 2, 0, 2, 4, 5, 7, 5, 4, 2, 4, 5, 4, 2, 0, 0, 2, 2, 0, 2, 2, 2, 2, 0]"
24,12,"[0, 2, 2, 0, 2, 2, 4, 5, 7, 5, 4, 4, 2, 4, 4, 2, 4, 2, 4, 5, 4, 4, 2, 0]"
24,12,"[0, 0, 0, 2, 2, 4, 5, 5, 4, 4, 2, 4, 4, 4, 5, 7, 5, 4, 2, 2, 0, 0, 2, 0]"
24,12,"[0, 2, 0, 0, 2, 4, 5, 7, 5, 4, 2, 0, 2, 4, 2, 0, 2, 2, 0, 0, 0, 0, 2, 0]"
24,16,"[0, 2, 0, 2, 4, 5, 7, 9, 11, 9, 7, 9, 11, 12, 11, 9, 7, 9, 7, 5, 4, 2, 2, 0]"
24,16,"[0, 2, 4, 5, 7, 5, 4, 2, 0, 2, 4, 5, 7, 9, 9, 11, 12, 11, 9, 7, 5, 4, 2, 0]"
24,16,"[0, 2, 0, 2, 4, 5, 7, 9, 11, 11, 12, 11, 9, 11, 9, 9, 7, 5, 4, 2, 0, 0, 2, 0]"
24,16,"[0, 2, 4, 2, 0, 0, 2, 4, 2, 4, 5, 7, 9, 11, 12, 11, 11, 9, 7, 7, 5, 4, 2, 0]"
24,16,"[0, 0, 2, 4, 5, 7, 9, 11, 12, 11, 11, 9, 7, 9, 11, 9, 7, 5, 4, 2, 2, 0, 2, 0]"
24,20,"[0, 2, 4, 5, 7, 7, 9, 11, 9, 11, 11, 12, 11, 9, 7, 5, 4, 2, 4, 2, 4, 4, 2, 0]"
24,20,"[0, 0, 2, 2, 0, 0, 2, 4, 5, 5, 7, 9, 11, 12, 11, 11, 11, 11, 9, 7, 5, 4, 2, 0]"
24,20,"[0, 0, 2, 4, 5, 4, 2, 4, 5, 7, 9, 11, 12, 11, 9, 7, 5, 4, 4, 2, 2, 0, 2, 0]"
24,20,"[0, 0, 2, 4, 2, 0, 0, 2, 0, 2, 4, 5, 7, 9, 11, 12, 11, 9, 7, 5, 4, 4, 2, 0]"
24,20,"[0, 2, 4, 5, 7, 5, 5, 5, 7, 9, 11, 12, 11, 9, 7, 7, 9, 11, 9, 7, 5, 4, 2, 0]"
