length,gamut,line
32,12,"[0, 2, 4, 4, 5, 7, 5, 5, 4, 2, 0, 2, 2, 4, 2, 0, 2, 2, 0, 2, 4, 2, 0, 0, 0, 2, 4, 4, 4, 2, 2, 0]"
32,12,"[0, 0, 0, 2, 4, 2, 0, 2, 4, 5, 4, 2, 0, 2, 2, 0, 2, 4, 5, 7, 5, 5, 4, 4, 2, 0, 0, 0, 2, 4, 2, 0]"
32,12,"[0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 2, 4, 5, 5, 4, 5, 4, 2, 0, 2, 4, 5, 7, 5, 4, 2, 2, 4, 2, 0, 2, 0]"
32,16,"[0, 2, 4, 5, 7, 5, 4, 5, 4, 4, 2, 2, 2, 0, 0, 2, 4, 5, 7, 9, 11, 9, 11, 12, 11, 9, 7, 5, 4, 4, 2, 0]"
32,16,"[0, 2, 4, 2, 4, 5, 7, 9, 11, 9, 11, 12, 11, 9, 9, 7, 9, 7, 5, 4, 2, 2, 0, 2, 2, 0, 0, 0, 2, 2, 2, 0]"
32,16,"[0, 2, 2, 4, 5, 5, 4, 2, 0, 2, 4, 5, 4, 5, 7, 5, 7, 9, 11, 9, 11, 11, 12, 11, 9, 7, 5, 4, 5, 4, 2, 0]"
32,16,"[0, 2, 4, 5, 7, 9, 11, 12, 11, 9, 11, 9, 7, 5, 5, 4, 4, 2, 4, 5, 7, 9, 7, 7, 9, 7, 5, 7, 5, 4, 2, 0]"
32,16,"[0, 2, 4, 2, 0, 2, 0, 2, 4, 5, 7, 7, 5, 7, 7, 5, 7, 9, 11, 12, 11, 9, 9, 7, 5, 4, 4, 2, 0, 0, 2, 0]"
32,20,"[0, 2, 4, 5, 4, 5, 7, 7, 5, 7, 9, 7, 5, 7, 9, 11, 12, 11, 9, 7, 5, 4, 5, 7, 5, 7, 9, 7, 5, 4, 2, 0]"
32,20,"[0, 2, 4, 5, 7, 9, 11, 11, 9, 9, 9, 7, 7, 7, 7, 7, 9, 11, 12, 11, 9, 7, 9, 7, 7, 5, 5, 4, 2, 0, 2, 0]"
32,20,"[0, 2, 4, 5, 7, 9, 11, 12, 11, 9, 7, 5, 4, 2, 2, 0, 2, 4, 2, 4, 2, 0, 0, 2, 4, 4, 2, 0, 2, 4, 2, 0]"
32,20,"[0, 0, 2, 4, 2, 0, 2, 4, 2, 0, 2, 4, 5, 7, 5, 7, 9, 11, 12, 11, 9, 7, 9, 7, 9, 7, 5, 4, 2, 4, 2, 0]"
32,20,"[0, 2, 4, 5, 7, 9, 11, 9, 9, 9, 11, 9, 11, 9, 11, 11, 11, 12, 11, 9, 7, 5, 4, 2, 2, 0, 2, 0, 2, 0, 2, 0]"
32,24,"[0, 0, 2, 4, 5, 4, 5, 7, 9, 11, 9, 11, 9, 7, 9, 11, 9, 11, 11, 12, 11, 9, 7, 5, 4, 4, 2, 4, 5, 4, 2, 0]"
32,24,"[0, 2, 4, 4, 2, 0, 2, 4, 5, 7, 9, 9, 11, 11, 9, 9, 7, 5, 7, 9, 11, 12, 11, 9, 7, 5, 4, 2, 2, 0, 2, 0]"
32,24,"[0, 2, 4, 2, 4, 2, 2, 0, 2, 4, 5, 7, 7, 5, 7, 7, 9, 7, 7, 9, 11, 9, 11, 12, 11, 9, 7, 5, 4, 2, 2, 0]"
32,24,"[0, 0, 0, 2, 4, 5, 5, 7, 9, 7, 9, 11, 11, 9, 7, 9, 7, 5, 7, 9, 11, 9, 9, 11, 12, 11, 9, 7, 5, 4, 2, 0]"
32,24,"[0, 2, 4, 5, 7, 9, 11, 12, 11, 9, 7, 7, 9, 7, 7, 5, 4, 5, 4, 2, 0, 2, 0, 0, 0, 2, 4, 2, 0, 2, 2, 0]"
32,28,"[0, 2, 4, 5, 7, 9, 11, 11, 11, 11, 9, 7, 5, 7, 9, 7, 9, 11, 12, 11, 9, 7, 5, 4, 2, 0, 0, 0, 2, 4, 2, 0]"
32,28,"[0, 2, 4, 2, 4, 5, 7, 9, 7, 9, 11, 12, 11, 9, 7, 5, 5, 4, 2, 0, 0, 0, 2, 4, 5, 4, 5, 7, 5, 4, 2, 0]"
32,28,"[0, 0, 2, 4, 5, 4, 5, 7, 9, 11, 11, 9, 11, 12, 11, 9, 11, 9, 7, 5, 5, 7, 9, 7, 5, 4, 2, 0, 0, 2, 2, 0]"
32,28,"[0, 2, 4, 5, 7, 9, 11, 9, 11, 12, 11, 9, 9, 7, 5, 7, 9, 7, 5, 5, 5, 4, 2, 0, 0, 0, 0, 2, 2, 4, 2, 0]"
32,28,"[0, 2, 4, 5, 5, 4, 2, 2, 4, 2, 4, 5, 7, 9, 11, 12, 11, 11, 9, 11, 11, 11, 9, 11, 9, 7, 5, 4, 2, 0, 2, 0]"
32,32,"[0, 2, 4, 5, 7, 5, 7, 9, 7, 5, 7, 9, 11, 11, 12, 11, 9, 7, 7, 5, 4, 2, 2, 4, 5, 7, 5, 7, 5, 4, 2, 0]"
32,32,"[0, 2, 2, 2, 0, 2, 4, 2, 4, 5, 7, 5, 7, 9, 11, 12, 11, 9, 7, 5, 4, 4, 2, 2, 0, 0, 0, 0, 2, 4, 2, 0]"
32,32,"[0, 2, 4, 2, 4, 5, 7, 5, 7, 9, 11, 11, 11, 11, 11, 11, 12, 11, 11, 11, 9, 7, 5, 4, 4, 2, 0, 0, 0, 2, 2, 0]"
32,32,"[0, 2, 4, 2, 4, 5, 4, 2, 4, 5, 7, 9, 7, 9, 9, 11, 9, 11, 9, 11, 12, 11, 11, 9, 7, 5, 7, 5, 4, 2, 2, 0]"
32,32,"[0, 0, 2, 0, 0, 2, 4, 5, 5, 7, 5, 7, 9, 11, 11, 11, 11, 9, 11, 12, 11, 9, 7, 5, 5, 4, 2, 4, 2, 4, 2, 0]"
