length,gamut,line
28,16,"[7, 9, 7, 7, 9, 7, 9, 11, 9, 11, 11, 11, 9, 11, 9, 9, 9, 9, 11, 11, 11, 11, 11, 9, 11, 11, 12, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 9, 9, 11, 9, 7, 7, 9, 9, 9, 7]"
28,16,"[7, 9, 7, 9, 9, 12, 11, 11, 11, 9, 11, 11, 9, 9, 9, 9, 9, 7, 9, 11, 11, 11, 11, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 9, 11, 11, 11, 9, 7, 9, 9, 9, 7]"
28,16,"[7, 9, 7, 9, 9, 12, 11, 9, 11, 11, 11, 11, 11, 11, 9, 9, 7, 9, 9, 11, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 9, 11, 9, 9, 9, 9, 9, 9, 9, 7]"
28,16,"[7, 9, 7, 9, 9, 9, 9, 11, 11, 11, 11, 11, 9, 11, 12, 7, 9, 9, 9, 11, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 11, 11, 11, 9, 7, 9, 9, 9, 7]"
28,20,"[7, 7, 9, 11, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 9, 9, 7, 9, 11, 9, 11, 11, 11, 9, 7, 9, 11, 11, 9, 12, 11, 11, 9, 9, 9, 9, 11, 11, 9, 7]"
28,20,"[7, 9, 9, 11, 11, 11, 9, 12, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 11, 9, 9, 9, 9, 11, 11, 11, 11, 9, 9, 9, 11, 11, 9, 9, 11, 11, 9, 7, 9, 9, 9, 9, 9, 7]"
28,20,"[7, 7, 9, 11, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 9, 12, 11, 11, 9, 11, 9, 9, 9, 11, 11, 11, 11, 9, 9, 7, 9, 9, 7, 9, 11, 9, 9, 9, 11, 11, 9, 11, 9, 7]"
28,20,"[7, 12, 11, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 11, 9, 9, 7, 9, 9, 11, 11, 11, 11, 9, 9, 9, 9, 7, 9, 11, 11, 9, 7, 9, 9, 9, 11, 9, 7]"
28,20,"[7, 7, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 12, 9, 11, 11, 9, 9, 9, 7, 9, 9, 11, 11, 11, 11, 9, 9, 11, 9, 7, 9, 11, 9, 9, 9, 11, 11, 11, 11, 9, 7]"
28,24,"[7, 9, 9, 9, 11, 11, 12, 9, 11, 11, 11, 11, 5, 5, 4, 2, 0, 0, 2, 2, 2, 0, 2, 2, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 9, 9, 7, 9, 7, 9, 9, 9, 9, 7, 9, 7, 7, 7, 7, 9, 9, 9, 11, 9, 7]"
28,24,"[7, 9, 11, 11, 11, 11, 9, 9, 11, 11, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 4, 2, 2, 4, 5, 5, 11, 11, 9, 12, 11, 11, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 7, 9, 7, 7, 9, 9, 11, 11, 9, 9, 7]"
28,24,"[7, 9, 11, 9, 11, 11, 9, 9, 11, 11, 11, 11, 5, 5, 4, 2, 0, 0, 2, 2, 2, 0, 2, 2, 4, 4, 5, 5, 11, 11, 9, 12, 11, 11, 9, 9, 7, 9, 7, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 11, 9, 9, 9, 9, 7]"
28,24,"[7, 7, 9, 11, 11, 11, 12, 9, 11, 11, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 4, 2, 4, 4, 5, 5, 11, 11, 9, 9, 11, 11, 9, 11, 9, 9, 9, 7, 9, 11, 9, 7, 9, 7, 7, 9, 9, 7, 9, 9, 9, 9, 9, 7]"
28,24,"[7, 9, 11, 9, 11, 11, 9, 9, 11, 11, 11, 11, 5, 5, 4, 2, 0, 0, 2, 2, 0, 2, 2, 4, 4, 4, 5, 5, 11, 11, 9, 12, 11, 11, 9, 9, 7, 9, 7, 9, 11, 9, 7, 9, 9, 7, 9, 7, 7, 7, 9, 11, 11, 9, 9, 7]"
28,28,"[7, 9, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 0, 0, 0, 0, 2, 2, 2, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 11, 11, 11, 11, 11, 9, 9, 9, 11, 9, 7, 12, 11, 9, 11, 11, 9, 11, 9, 7]"
28,28,"[7, 9, 11, 9, 11, 11, 9, 9, 11, 11, 5, 2, 0, 0, 0, 0, 0, 2, 4, 4, 5, 5, 4, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 9, 11, 11, 11, 11, 11, 11, 11, 9, 9, 9, 11, 11, 9, 12, 11, 9, 11, 11, 9, 11, 9, 7]"
28,28,"[7, 7, 9, 9, 11, 11, 9, 9, 11, 11, 5, 2, 0, 0, 0, 0, 0, 2, 2, 4, 5, 5, 7, 7, 5, 5, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 11, 11, 11, 11, 9, 9, 7, 7, 9, 11, 12, 9, 9, 9, 11, 11, 9, 11, 9, 7]"
28,28,"[7, 9, 9, 11, 11, 11, 9, 12, 11, 11, 5, 2, 0, 0, 0, 0, 2, 0, 2, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 9, 11, 11, 11, 11, 11, 11, 11, 11, 9, 7, 9, 11, 11, 9, 9, 11, 9, 11, 11, 11, 9, 9, 7]"
28,28,"[7, 9, 9, 9, 11, 11, 12, 9, 11, 11, 5, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 9, 9, 9, 7, 9, 9, 7, 9, 9, 9, 11, 11, 9, 9, 9, 7]"
28,32,"[7, 9, 7, 9, 11, 9, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 4, 5, 5, 4, 4, 2, 0, 2, 0, 0, 0, 2, 5, 11, 11, 9, 9, 9, 9, 11, 11, 12, 9, 9, 9, 11, 11, 9, 9, 9, 9, 11, 11, 9, 11, 9, 7]"
28,32,"[12, 9, 9, 9, 11, 9, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 2, 0, 0, 0, 0, 0, 0, 0, 5, 11, 11, 9, 9, 9, 9, 11, 11, 9, 9, 9, 9, 11, 11, 9, 9, 9, 9, 11, 11, 9, 11, 9, 7]"
28,32,"[7, 9, 7, 9, 11, 11, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 4, 5, 5, 4, 2, 0, 2, 2, 0, 0, 0, 5, 5, 11, 11, 9, 9, 9, 9, 11, 11, 9, 9, 9, 9, 11, 11, 12, 9, 9, 9, 11, 11, 9, 11, 9, 7]"
28,32,"[7, 7, 9, 12, 11, 11, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 7, 7, 5, 5, 4, 4, 2, 0, 2, 0, 0, 0, 5, 5, 11, 11, 9, 9, 9, 9, 11, 11, 9, 9, 9, 9, 11, 11, 9, 9, 9, 9, 11, 11, 9, 11, 9, 7]"
28,32,"[7, 7, 9, 9, 9, 9, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 7, 7, 5, 5, 4, 2, 2, 0, 0, 0, 0, 0, 2, 5, 11, 11, 9, 9, 9, 9, 11, 11, 9, 9, 9, 12, 11, 11, 9, 9, 9, 9, 11, 11, 11, 9, 9, 7]"
32,16,"[7, 9, 11, 11, 11, 11, 9, 9, 11, 11, 5, 5, 5, 5, 7, 7, 5, 5, 4, 4, 2, 0, 0, 0, 0, 0, 2, 4, 5, 5, 4, 4, 5, 5, 11, 11, 12, 9, 11, 11, 11, 11, 9, 7, 9, 11, 9, 9, 11, 9, 9, 9, 11, 11, 9, 7, 9, 9, 11, 11, 9, 11, 9, 7]"
32,16,"[7, 7, 9, 9, 11, 11, 12, 9, 11, 11, 5, 5, 5, 5, 4, 4, 2, 2, 4, 2, 0, 2, 0, 0, 0, 2, 4, 4, 5, 5, 4, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 9, 9, 9, 11, 11, 9, 7, 9, 11, 9, 9, 11, 11, 9, 9, 9, 7, 9, 9, 9, 9, 9, 7]"
32,16,"[7, 9, 11, 9, 11, 11, 9, 9, 11, 11, 5, 5, 5, 5, 4, 2, 2, 2, 4, 2, 2, 2, 0, 0, 2, 0, 2, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 9, 9, 9, 7, 9, 11, 12, 9, 11, 11, 9, 9, 11, 9, 9, 9, 7, 7, 9, 11, 9, 11, 9, 7]"
32,16,"[7, 9, 9, 11, 11, 11, 9, 9, 11, 11, 5, 5, 5, 5, 4, 2, 2, 2, 4, 2, 0, 0, 0, 0, 0, 2, 4, 4, 5, 5, 7, 7, 5, 5, 11, 11, 9, 9, 11, 11, 11, 9, 7, 12, 11, 9, 7, 9, 9, 9, 7, 9, 11, 11, 9, 7, 7, 7, 9, 9, 9, 11, 9, 7]"
32,16,"[7, 9, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 5, 5, 4, 4, 2, 2, 4, 2, 0, 2, 0, 0, 0, 2, 4, 4, 5, 5, 7, 7, 5, 5, 11, 11, 9, 9, 11, 11, 11, 9, 9, 9, 11, 11, 9, 7, 9, 11, 12, 7, 9, 11, 9, 9, 9, 7, 9, 11, 9, 9, 9, 7]"
32,20,"[7, 7, 9, 11, 12, 7, 9, 7, 9, 7, 9, 9, 11, 11, 11, 11, 9, 9, 11, 11, 9, 9, 9, 9, 11, 11, 5, 5, 4, 2, 2, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 9, 11, 9, 7, 9, 11, 9, 11, 9, 7, 9, 11, 11, 9, 7, 7, 9, 11, 9, 7]"
32,20,"[7, 9, 11, 11, 9, 7, 9, 7, 9, 7, 9, 11, 9, 9, 11, 11, 9, 9, 11, 11, 12, 9, 9, 9, 11, 11, 5, 5, 4, 4, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 11, 9, 9, 9, 11, 9, 9, 9, 9, 11, 9, 9, 11, 9, 9, 9, 9, 9, 7]"
32,20,"[7, 9, 9, 9, 7, 9, 9, 7, 7, 9, 9, 11, 11, 9, 11, 11, 9, 9, 11, 11, 9, 9, 9, 12, 11, 11, 5, 5, 4, 4, 2, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 9, 7, 7, 9, 11, 9, 9, 7, 9, 11, 11, 9, 11, 9, 9, 11, 9, 9, 7]"
32,20,"[7, 7, 9, 9, 9, 9, 9, 7, 7, 7, 9, 11, 9, 11, 11, 11, 9, 9, 11, 11, 9, 9, 9, 9, 11, 11, 5, 5, 4, 2, 2, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 9, 9, 7, 12, 11, 9, 11, 9, 9, 9, 9, 11, 9, 11, 9, 9, 9, 9, 9, 7]"
32,20,"[7, 9, 11, 9, 7, 9, 9, 7, 9, 7, 9, 11, 9, 11, 11, 11, 9, 9, 11, 11, 9, 9, 9, 9, 11, 11, 5, 5, 4, 4, 2, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 9, 7, 9, 11, 9, 11, 11, 12, 9, 11, 11, 11, 11, 9, 7, 9, 11, 9, 7]"
32,24,"[7, 9, 11, 9, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 11, 11, 11, 11, 9, 12, 11, 11, 5, 5, 7, 7, 5, 5, 4, 2, 0, 0, 0, 0, 2, 0, 2, 4, 4, 2, 2, 2, 0, 2, 0, 0, 0, 0, 2, 5, 11, 11, 9, 9, 11, 11, 9, 11, 9, 9, 11, 9, 9, 7]"
32,24,"[7, 9, 9, 11, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 11, 11, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 2, 0, 0, 0, 0, 2, 2, 2, 4, 2, 0, 2, 2, 2, 0, 0, 0, 2, 2, 5, 11, 11, 9, 12, 11, 11, 11, 9, 7, 9, 9, 9, 9, 7]"
32,24,"[7, 9, 9, 9, 11, 11, 9, 9, 11, 11, 9, 12, 11, 11, 11, 11, 11, 11, 9, 9, 11, 11, 5, 5, 4, 4, 5, 5, 4, 2, 0, 2, 0, 0, 2, 2, 2, 4, 4, 2, 2, 2, 0, 2, 0, 0, 0, 0, 0, 5, 11, 11, 9, 9, 11, 11, 9, 11, 9, 7, 9, 9, 9, 7]"
32,24,"[7, 9, 11, 9, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 11, 11, 11, 11, 9, 9, 11, 11, 5, 5, 4, 4, 5, 5, 4, 2, 0, 0, 0, 0, 2, 2, 2, 4, 2, 4, 2, 2, 0, 0, 0, 0, 2, 2, 2, 5, 11, 11, 9, 9, 11, 11, 9, 11, 12, 7, 9, 9, 9, 7]"
32,24,"[12, 9, 9, 11, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 11, 11, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 2, 2, 0, 0, 2, 0, 2, 2, 4, 4, 2, 2, 0, 0, 0, 0, 0, 2, 2, 5, 11, 11, 9, 9, 11, 11, 11, 9, 7, 9, 11, 11, 9, 7]"
32,28,"[7, 9, 11, 11, 9, 9, 11, 11, 9, 9, 9, 7, 9, 11, 9, 7, 9, 11, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 4, 4, 2, 0, 0, 2, 4, 4, 4, 2, 4, 5, 5, 11, 11, 12, 9, 11, 11, 9, 11, 11, 11, 11, 11, 11, 11, 11, 11, 9, 11, 9, 7]"
32,28,"[7, 9, 9, 9, 9, 9, 11, 11, 9, 7, 7, 9, 9, 9, 9, 9, 9, 9, 11, 11, 12, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 4, 2, 0, 0, 2, 2, 4, 4, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 11, 11, 9, 9, 11, 11, 9, 11, 9, 7]"
32,28,"[7, 9, 9, 11, 9, 12, 11, 9, 7, 7, 7, 9, 11, 11, 9, 9, 9, 9, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 2, 2, 0, 0, 2, 2, 4, 4, 4, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 9, 11, 11, 11, 11, 9, 11, 11, 11, 9, 11, 9, 7]"
32,28,"[7, 7, 9, 9, 9, 9, 9, 9, 9, 9, 9, 9, 11, 9, 9, 12, 11, 9, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 2, 2, 0, 0, 2, 2, 4, 2, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 9, 11, 11, 11, 11, 11, 9, 11, 11, 11, 9, 9, 9, 7]"
32,28,"[7, 12, 11, 9, 7, 9, 11, 9, 7, 9, 9, 9, 9, 11, 9, 9, 11, 9, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 4, 2, 2, 0, 0, 2, 4, 2, 4, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 9, 9, 9, 7]"
32,32,"[7, 9, 9, 11, 11, 11, 9, 11, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 11, 11, 11, 11, 12, 9, 11, 11, 5, 5, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 11, 11, 9, 9, 11, 11, 5, 5, 5, 5, 11, 11, 9, 9, 11, 11, 9, 11, 9, 7]"
32,32,"[7, 12, 11, 9, 11, 11, 9, 11, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 9, 11, 11, 11, 9, 9, 11, 11, 5, 5, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 11, 11, 9, 9, 11, 11, 5, 5, 5, 5, 11, 11, 9, 9, 11, 11, 9, 11, 9, 7]"
32,32,"[7, 9, 11, 9, 11, 11, 11, 9, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 9, 12, 11, 11, 9, 11, 11, 11, 9, 9, 11, 11, 5, 5, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 11, 11, 9, 9, 11, 11, 5, 5, 5, 5, 11, 11, 9, 9, 11, 11, 11, 11, 9, 7]"
32,32,"[7, 9, 9, 9, 11, 11, 11, 9, 11, 11, 9, 12, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 11, 11, 9, 9, 11, 11, 5, 5, 5, 5, 11, 11, 9, 9, 11, 11, 9, 11, 9, 7]"
32,32,"[7, 7, 9, 9, 11, 11, 11, 11, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 11, 9, 11, 11, 9, 12, 11, 11, 5, 5, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 11, 11, 9, 9, 11, 11, 5, 5, 5, 5, 11, 11, 9, 9, 11, 11, 9, 9, 9, 7]"
