length,gamut,line
16,20,"[7, 9, 11, 11, 11, 11, 12, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 11, 11, 11, 9, 7]"
16,20,"[12, 9, 11, 11, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 11, 11, 11, 9, 7]"
16,20,"[7, 7, 9, 9, 11, 11, 9, 12, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 11, 9, 9, 9, 7]"
16,20,"[7, 12, 11, 11, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 11, 11, 11, 9, 7]"
16,20,"[12, 9, 9, 11, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 11, 9, 11, 9, 7]"
16,24,"[7, 9, 11, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 4, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 12, 9, 11, 11, 11, 9, 9, 7]"
16,24,"[7, 12, 11, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 4, 2, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 9, 11, 9, 7]"
16,24,"[12, 7, 9, 11, 11, 11, 9, 9, 11, 11, 5, 5, 4, 4, 2, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 9, 9, 9, 7]"
16,24,"[7, 9, 11, 11, 11, 11, 9, 12, 11, 11, 5, 5, 4, 2, 2, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 9, 9, 9, 7]"
16,24,"[7, 9, 11, 11, 11, 11, 12, 9, 11, 11, 5, 5, 4, 4, 2, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 9, 11, 9, 7]"
16,28,"[12, 9, 11, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 11, 11, 9, 9, 11, 11, 11, 11, 9, 7]"
16,28,"[7, 7, 9, 9, 11, 11, 9, 12, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 11, 11, 9, 9, 11, 11, 9, 11, 9, 7]"
16,28,"[7, 12, 11, 11, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 11, 11, 9, 9, 11, 11, 9, 11, 9, 7]"
16,28,"[7, 12, 11, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 11, 11, 9, 9, 11, 11, 9, 9, 9, 7]"
16,28,"[7, 7, 9, 11, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 11, 11, 12, 9, 11, 11, 9, 11, 9, 7]"
16,32,"[12, 7, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 5, 5, 11, 11, 9, 9, 11, 11, 11, 11, 9, 7]"
16,32,"[7, 9, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 5, 5, 11, 11, 12, 9, 11, 11, 9, 9, 9, 7]"
16,32,"[7, 7, 9, 11, 11, 11, 9, 12, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 5, 5, 11, 11, 9, 9, 11, 11, 9, 11, 9, 7]"
16,32,"[7, 7, 9, 11, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 5, 5, 11, 11, 12, 9, 11, 11, 11, 9, 9, 7]"
16,32,"[7, 9, 11, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 5, 5, 11, 11, 12, 9, 11, 11, 11, 9, 9, 7]"
20,16,"[7, 9, 11, 9, 11, 11, 9, 12, 11, 11, 5, 5, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 9, 11, 9, 11, 9, 7]"
20,16,"[7, 9, 9, 11, 11, 11, 9, 9, 11, 11, 5, 5, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 12, 11, 11, 11, 9, 11, 9, 9, 7]"
20,16,"[7, 9, 9, 9, 11, 11, 9, 12, 11, 11, 5, 5, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 9, 11, 11, 11, 9, 7]"
20,16,"[7, 9, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 11, 11, 9, 12, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 11, 9, 9, 9, 7]"
20,16,"[7, 9, 9, 9, 11, 11, 12, 9, 11, 11, 5, 5, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 9, 7]"
20,20,"[12, 9, 11, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 2, 4, 2, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 9, 11, 11, 11, 11, 11, 9, 9, 7]"
20,20,"[12, 9, 11, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 4, 4, 4, 2, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 11, 11, 11, 11, 9, 7]"
20,20,"[7, 12, 11, 11, 11, 11, 9, 9, 11, 11, 5, 5, 4, 4, 2, 2, 2, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 11, 11, 11, 11, 11, 11, 9, 9, 7]"
20,20,"[7, 12, 11, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 4, 2, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 11, 11, 9, 9, 9, 7]"
20,20,"[7, 12, 11, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 4, 2, 2, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 11, 11, 11, 9, 9, 7]"
20,24,"[7, 12, 11, 11, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 11, 9, 7]"
20,24,"[7, 12, 11, 11, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 9, 9, 7]"
20,24,"[7, 9, 11, 9, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 12, 9, 11, 11, 5, 5, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 11, 9, 7]"
20,24,"[7, 7, 9, 9, 11, 11, 12, 9, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 11, 9, 7]"
20,24,"[7, 9, 11, 11, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 12, 11, 11, 9, 11, 9, 7]"
20,28,"[7, 12, 11, 9, 11, 11, 9, 9, 9, 7, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 11, 11, 11, 9, 7]"
20,28,"[7, 9, 9, 11, 9, 11, 9, 9, 7, 12, 11, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 11, 9, 9, 9, 7]"
20,28,"[7, 7, 9, 11, 9, 11, 9, 11, 9, 9, 11, 11, 11, 11, 9, 12, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 11, 11, 9, 9, 7]"
20,28,"[12, 9, 9, 9, 9, 9, 11, 9, 9, 9, 11, 11, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 11, 9, 9, 9, 7]"
20,28,"[7, 12, 11, 9, 9, 11, 9, 11, 9, 9, 11, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 11, 9, 9, 9, 7]"
20,32,"[7, 9, 7, 9, 9, 9, 9, 9, 11, 9, 7, 9, 11, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 12, 9, 11, 11, 9, 11, 9, 7]"
20,32,"[12, 7, 7, 7, 9, 9, 7, 9, 9, 11, 9, 7, 9, 11, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 9, 9, 9, 7]"
20,32,"[12, 9, 7, 9, 7, 9, 7, 7, 9, 9, 7, 9, 9, 11, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 11, 9, 7]"
20,32,"[7, 9, 9, 9, 7, 7, 7, 12, 11, 9, 9, 7, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 9, 9, 7]"
20,32,"[7, 7, 9, 7, 9, 7, 9, 9, 9, 9, 7, 9, 9, 11, 11, 11, 12, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 11, 9, 7]"
24,16,"[12, 9, 9, 11, 11, 11, 9, 9, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 5, 5, 11, 11, 9, 9, 11, 11, 9, 9, 9, 7, 9, 9, 7, 9, 11, 11, 11, 11, 9, 11, 11, 11, 9, 7]"
24,16,"[12, 9, 11, 9, 11, 11, 9, 9, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 5, 5, 11, 11, 9, 9, 11, 11, 9, 11, 9, 7, 7, 9, 7, 9, 11, 9, 11, 11, 9, 11, 9, 9, 9, 7]"
24,16,"[7, 9, 9, 9, 11, 11, 9, 9, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 5, 5, 11, 11, 9, 9, 11, 11, 9, 11, 9, 9, 7, 9, 7, 12, 11, 11, 11, 11, 9, 9, 9, 9, 9, 7]"
24,16,"[7, 9, 9, 9, 11, 11, 9, 9, 9, 12, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 5, 5, 11, 11, 9, 9, 11, 11, 11, 9, 9, 9, 7, 7, 7, 9, 9, 9, 11, 11, 9, 11, 9, 9, 9, 7]"
24,16,"[7, 7, 9, 11, 11, 11, 9, 9, 9, 12, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 5, 5, 11, 11, 9, 9, 11, 11, 9, 11, 9, 7, 9, 9, 9, 7, 9, 9, 11, 11, 9, 11, 11, 11, 9, 7]"
24,20,"[7, 9, 11, 9, 9, 9, 11, 9, 9, 9, 9, 7, 9, 7, 9, 11, 11, 11, 12, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 9, 9, 11, 11, 9, 9, 11, 11, 11, 11, 9, 7]"
24,20,"[7, 12, 11, 9, 9, 9, 11, 9, 11, 9, 9, 7, 9, 9, 11, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 9, 9, 11, 11, 9, 9, 11, 11, 9, 9, 9, 7]"
24,20,"[7, 9, 11, 9, 7, 9, 11, 9, 9, 9, 7, 7, 9, 9, 9, 11, 11, 11, 9, 12, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 9, 9, 11, 11, 9, 9, 11, 11, 9, 11, 9, 7]"
24,20,"[7, 9, 9, 11, 9, 9, 9, 9, 11, 9, 7, 9, 7, 9, 9, 9, 11, 11, 12, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 9, 9, 11, 11, 9, 9, 11, 11, 11, 9, 9, 7]"
24,20,"[7, 7, 9, 11, 9, 9, 9, 11, 9, 9, 7, 7, 9, 9, 11, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 9, 9, 11, 11, 9, 12, 11, 11, 11, 9, 9, 7]"
24,24,"[7, 9, 9, 9, 7, 9, 9, 12, 11, 9, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 9, 9, 11, 11, 11, 9, 11, 11, 11, 11, 9, 11, 9, 7]"
24,24,"[7, 9, 9, 11, 12, 9, 7, 9, 11, 9, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 9, 9, 11, 11, 9, 11, 11, 11, 11, 11, 9, 11, 9, 7]"
24,24,"[7, 9, 9, 9, 7, 9, 9, 7, 9, 11, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 12, 9, 9, 9, 11, 11, 9, 9, 9, 9, 11, 11, 11, 11, 9, 7]"
24,24,"[7, 9, 11, 9, 9, 9, 9, 9, 9, 11, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 12, 9, 9, 9, 11, 11, 11, 11, 9, 9, 11, 11, 9, 11, 9, 7]"
24,24,"[7, 9, 11, 11, 12, 7, 7, 9, 9, 9, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 9, 9, 11, 11, 9, 9, 11, 9, 11, 11, 11, 11, 9, 7]"
24,28,"[7, 7, 7, 9, 9, 9, 9, 9, 11, 9, 9, 9, 11, 9, 11, 11, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 12, 11, 11, 11, 11, 9, 9, 7, 9, 11, 9, 9, 7]"
24,28,"[7, 9, 7, 7, 9, 7, 9, 7, 9, 9, 9, 7, 9, 9, 11, 11, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 9, 7, 9, 9, 12, 11, 9, 9, 7]"
24,28,"[7, 9, 9, 9, 9, 9, 7, 9, 9, 11, 9, 12, 11, 9, 11, 11, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 9, 11, 9, 9, 9, 9, 11, 11, 9, 7]"
24,28,"[7, 7, 9, 9, 9, 9, 9, 9, 9, 9, 7, 9, 9, 11, 11, 11, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 12, 9, 11, 11, 9, 9, 7, 9, 7, 9, 11, 11, 9, 7]"
24,28,"[7, 9, 7, 7, 7, 9, 9, 9, 11, 9, 9, 9, 9, 11, 11, 11, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 9, 7, 9, 9, 12, 11, 11, 9, 7]"
24,32,"[7, 7, 9, 9, 11, 11, 12, 9, 11, 11, 5, 5, 4, 4, 2, 2, 0, 0, 0, 0, 0, 2, 0, 2, 2, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 11, 11, 11, 11, 9, 7]"
24,32,"[7, 12, 11, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 2, 2, 0, 0, 0, 0, 0, 2, 0, 0, 2, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 9, 11, 11, 11, 11, 11, 9, 11, 9, 7]"
24,32,"[12, 9, 11, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 2, 4, 5, 5, 7, 7, 5, 5, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 11, 11, 9, 11, 9, 7]"
24,32,"[7, 9, 11, 9, 11, 11, 12, 9, 11, 11, 5, 5, 4, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 9, 11, 11, 11, 11, 11, 9, 9, 7]"
24,32,"[7, 9, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 0, 0, 2, 4, 5, 5, 11, 11, 12, 9, 11, 11, 11, 9, 11, 11, 11, 11, 9, 11, 9, 7]"
28,16,"[12, 9, 9, 7, 9, 7, 9, 9, 9, 9, 11, 11, 11, 9, 9, 7, 9, 7, 9, 11, 11, 11, 9, 9, 11, 11, 9, 9, 11, 11, 5, 5, 4, 2, 0, 0, 2, 4, 5, 5, 11, 11, 9, 9, 11, 11, 11, 11, 11, 9, 9, 9, 9, 11, 9, 7]"
