,length,gamut,mutations,time
60,8,16,4,0.1671602649999926
61,8,16,3,0.16412264999999593
62,8,16,3,0.152363758000007
63,8,16,4,0.17300353499999233
64,8,16,4,0.16150152799998807
65,8,16,4,0.1602532440000033
66,8,16,5,0.1685145040000009
67,8,16,1,0.16348119900000313
68,8,16,5,0.19742697700000633
69,8,16,0,0.1621796599999925
70,8,20,5,0.146004388999998
71,8,20,5,0.16614701700000012
72,8,20,4,0.14512549500000205
73,8,20,3,0.14887629700000105
74,8,20,5,0.16878956099999698
75,8,20,5,0.15807447800000318
76,8,20,4,0.1595096060000003
77,8,20,2,0.1557971729999963
78,8,20,3,0.1559551429999999
79,8,20,5,0.1730563840000059
80,8,20,0,0.1677565770000058
81,12,8,3,0.26365143399999624
82,12,8,3,0.20886065799999187
83,12,8,3,0.21833381899999438
84,12,8,1,0.23268096900000046
85,12,8,5,0.20186795300000426
86,12,12,6,0.2255669609999984
87,12,12,3,0.177187399999994
88,12,12,5,0.22221344599999782
89,12,12,5,0.240132114000005
90,12,12,3,0.26779468499999837
91,12,12,4,0.21719113100000698
92,12,12,3,0.23144235700000593
93,12,12,4,0.2815498639999987
94,12,12,4,0.2140679879999965
95,12,16,4,0.19218116800000473
96,12,16,3,0.21584493400000326
97,12,16,4,0.22695615799999302
98,12,16,3,0.19031026599999734
99,12,16,6,0.23774426500000345
100,12,16,7,0.2150972910000064
101,12,16,2,0.22904225700000325
102,12,16,4,0.2164816580000064
103,12,16,7,0.27827194699999325
104,12,16,3,0.2539757020000053
105,12,16,0,0.22632863500000155
106,12,20,5,0.3183092079999881
107,12,20,3,0.24288590900002305
108,12,20,5,0.28729348999999615
109,12,20,5,0.28139829400001304
110,12,20,4,0.26291068099999393
111,12,20,5,0.24491892800000414
112,12,20,3,0.24825193699999204
113,12,20,5,0.21345831500002532
114,12,20,5,0.1628891580000129
115,12,20,4,0.23793360100000882
116,12,20,0,0.21710865099998955
117,16,8,7,0.24597889800000416
118,16,8,6,0.29041734099999417
119,16,8,3,0.3222360019999826
120,16,8,3,0.23159083999999552
121,16,8,4,0.20402005500000087
122,16,8,3,0.28782764899997915
123,16,8,6,0.362076127000023
124,16,8,4,0.2501003600000047
125,16,8,3,0.2919200850000152
126,16,12,3,0.3044286279999824
127,16,12,5,0.35023669100002053
128,16,12,4,0.29835481399999253
129,16,12,3,0.30346329500000024
130,16,12,4,0.3094732840000063
131,16,12,4,0.3015462129999946
132,16,12,3,0.2895680970000001
133,16,16,5,0.29556087399998887
134,16,16,3,0.34282640300000367
135,16,16,5,0.44429163200001653
136,16,16,2,0.2858045739999966
137,16,16,4,0.4422584010000037
138,16,16,3,0.28121068699999796
139,16,16,5,0.32805256899999335
140,16,16,6,0.3018555320000189
141,16,16,2,0.28857375900000193
142,16,16,4,0.28062302300000397
143,16,16,0,0.29705169799999
144,16,20,4,0.28655603000001406
145,16,20,5,0.32966205599998943
146,16,20,5,0.32332310500001427
147,16,20,3,0.2849022629999922
148,16,20,5,0.3594787629999985
149,16,20,5,0.27972161600001755
150,16,20,4,0.35514595100002566
151,16,20,3,0.27810374000000593
152,16,20,4,0.29037973900000225
153,16,20,5,0.4564030529999741
154,16,20,0,0.3199081999999862
155,20,8,6,0.3687611679999918
156,20,8,4,0.358287445000002
157,20,8,6,0.3742176520000271
158,20,8,3,0.40955584799999656
159,20,8,6,0.3628523819999998
160,20,8,3,0.411639804999993
161,20,8,4,0.4254382210000074
162,20,12,6,0.3451229249999983
163,20,12,4,0.35945904500002257
164,20,12,3,0.31821255500000234
165,20,12,4,0.33065583599997694
166,20,12,4,0.3383659969999826
167,20,12,4,0.4677443719999985
168,20,12,1,0.35860282900000584
169,20,12,6,0.3816118840000229
170,20,16,4,0.3856513319999806
171,20,16,4,0.4130530499999736
172,20,16,3,0.35470454500000415
173,20,16,4,0.38602964599999723
174,20,16,2,0.38743368499999065
175,20,16,2,0.4037457200000176
176,20,16,4,0.46917491300001757
177,20,16,2,0.355234715999984
178,20,16,4,0.40283688499999926
179,20,16,0,0.3882169489999967
180,20,20,4,0.3846016870000142
181,20,20,7,0.3926269179999906
182,20,20,2,0.3980993460000093
183,20,20,3,0.4023559640000087
184,20,20,4,0.3622678479999877
185,20,20,6,0.46493397699998695
186,20,20,5,0.3905883099999983
187,20,20,3,0.4250023179999971
188,20,20,5,0.377337424000018
189,20,20,0,0.36865090599997075
