length,gamut,line
20,24,"[7, 9, 11, 11, 9, 7, 9, 11, 12, 11, 5, 4, 5, 7, 5, 11, 9, 11, 9, 7]"
20,24,"[7, 9, 11, 11, 9, 7, 9, 11, 9, 11, 5, 7, 5, 4, 5, 11, 9, 11, 11, 12]"
20,24,"[7, 9, 11, 11, 9, 9, 9, 11, 9, 11, 5, 7, 5, 4, 5, 11, 12, 11, 9, 7]"
20,24,"[12, 11, 11, 11, 9, 7, 9, 11, 9, 11, 5, 7, 5, 4, 5, 11, 9, 11, 9, 7]"
20,28,"[7, 9, 11, 11, 9, 7, 9, 11, 12, 11, 5, 4, 5, 4, 5, 11, 9, 11, 9, 7]"
20,28,"[7, 9, 11, 11, 9, 9, 9, 11, 9, 11, 5, 7, 5, 4, 5, 11, 9, 11, 11, 12]"
20,28,"[7, 9, 11, 11, 11, 9, 9, 11, 9, 11, 5, 7, 5, 4, 5, 11, 9, 11, 11, 12]"
20,28,"[7, 9, 11, 11, 9, 7, 9, 11, 9, 11, 5, 4, 5, 4, 5, 11, 9, 11, 11, 12]"
20,28,"[7, 9, 11, 11, 11, 9, 11, 11, 9, 11, 5, 7, 5, 4, 5, 11, 9, 11, 11, 12]"
20,32,"[7, 9, 7, 9, 11, 9, 11, 5, 4, 4, 2, 0, 2, 4, 5, 11, 12, 11, 9, 7]"
20,32,"[7, 9, 7, 9, 11, 12, 11, 5, 4, 2, 2, 0, 2, 4, 5, 11, 9, 11, 9, 7]"
20,32,"[7, 9, 9, 9, 11, 9, 11, 5, 4, 4, 2, 0, 2, 4, 5, 11, 12, 11, 9, 7]"
20,32,"[12, 11, 9, 11, 11, 9, 11, 5, 4, 4, 2, 0, 2, 4, 5, 11, 9, 11, 9, 7]"
20,32,"[7, 9, 9, 11, 11, 9, 11, 5, 4, 4, 2, 0, 2, 4, 5, 11, 12, 11, 9, 7]"
24,16,"[7, 9, 9, 11, 11, 9, 11, 11, 5, 0, 2, 4, 5, 7, 5, 11, 9, 11, 9, 7, 9, 9, 11, 12]"
24,16,"[7, 9, 7, 9, 11, 9, 11, 11, 5, 0, 2, 4, 5, 7, 5, 11, 9, 11, 11, 12, 11, 9, 9, 7]"
24,16,"[7, 9, 9, 11, 11, 9, 11, 11, 5, 0, 2, 4, 5, 4, 5, 11, 9, 11, 11, 12, 11, 9, 9, 7]"
24,16,"[7, 9, 9, 11, 11, 9, 11, 11, 5, 0, 2, 4, 5, 7, 5, 11, 12, 11, 9, 9, 9, 7, 9, 7]"
24,16,"[7, 9, 7, 9, 11, 9, 11, 11, 5, 0, 2, 4, 5, 4, 5, 11, 9, 11, 11, 12, 11, 9, 9, 7]"
24,20,"[7, 7, 9, 11, 9, 9, 11, 9, 11, 9, 11, 5, 4, 5, 4, 5, 11, 9, 11, 11, 12, 11, 9, 7]"
24,20,"[7, 7, 9, 11, 9, 9, 11, 9, 11, 12, 11, 5, 4, 5, 7, 5, 11, 9, 11, 11, 9, 9, 9, 7]"
24,20,"[7, 9, 11, 11, 9, 9, 11, 11, 11, 9, 11, 5, 4, 5, 4, 5, 11, 9, 11, 11, 12, 11, 9, 7]"
24,20,"[7, 7, 9, 11, 9, 9, 11, 9, 11, 12, 11, 5, 4, 5, 4, 5, 11, 9, 11, 9, 7, 9, 9, 7]"
24,20,"[7, 7, 9, 11, 9, 9, 11, 9, 11, 12, 11, 5, 4, 5, 7, 5, 11, 9, 11, 9, 7, 9, 9, 7]"
24,24,"[7, 9, 11, 11, 11, 12, 11, 9, 11, 9, 11, 5, 4, 2, 4, 5, 4, 5, 11, 9, 11, 11, 9, 7]"
24,24,"[7, 9, 11, 9, 11, 9, 11, 9, 11, 9, 11, 5, 4, 2, 4, 5, 7, 5, 11, 9, 11, 11, 11, 12]"
24,24,"[7, 9, 11, 11, 11, 9, 11, 9, 11, 9, 11, 5, 4, 2, 4, 5, 4, 5, 11, 9, 11, 9, 11, 12]"
24,24,"[7, 9, 11, 9, 11, 9, 11, 12, 11, 9, 11, 5, 4, 2, 4, 5, 7, 5, 11, 9, 11, 9, 9, 7]"
24,24,"[7, 9, 11, 9, 11, 9, 11, 9, 11, 12, 11, 5, 4, 2, 4, 5, 7, 5, 11, 9, 11, 9, 9, 7]"
24,28,"[7, 9, 9, 11, 11, 9, 11, 12, 11, 5, 7, 5, 4, 2, 4, 5, 7, 5, 11, 9, 11, 9, 9, 7]"
24,28,"[7, 9, 7, 9, 11, 12, 11, 9, 11, 5, 4, 2, 4, 5, 4, 5, 4, 5, 11, 9, 11, 11, 9, 7]"
24,28,"[7, 9, 7, 9, 11, 9, 11, 9, 11, 5, 7, 5, 4, 2, 4, 5, 7, 5, 11, 12, 11, 9, 9, 7]"
24,28,"[7, 7, 9, 11, 11, 9, 11, 12, 11, 5, 4, 2, 4, 5, 7, 5, 4, 5, 11, 9, 11, 11, 9, 7]"
24,28,"[7, 9, 9, 9, 11, 9, 11, 12, 11, 5, 7, 5, 4, 2, 4, 5, 7, 5, 11, 9, 11, 11, 9, 7]"
24,32,"[7, 9, 7, 9, 11, 9, 11, 5, 4, 5, 7, 5, 11, 11, 11, 9, 11, 11, 12, 11, 9, 11, 9, 7]"
24,32,"[12, 11, 9, 11, 11, 9, 11, 5, 4, 5, 7, 5, 11, 11, 11, 9, 11, 11, 9, 11, 9, 11, 9, 7]"
24,32,"[7, 9, 7, 9, 11, 12, 11, 5, 7, 5, 4, 5, 11, 11, 11, 9, 11, 11, 9, 11, 9, 11, 9, 7]"
24,32,"[7, 9, 9, 9, 11, 9, 11, 5, 7, 5, 4, 5, 11, 11, 11, 12, 11, 11, 9, 11, 9, 11, 9, 7]"
24,32,"[7, 9, 9, 9, 11, 12, 11, 5, 7, 5, 4, 5, 11, 11, 11, 9, 11, 11, 9, 11, 9, 11, 9, 7]"
28,16,"[7, 9, 11, 9, 11, 12, 11, 9, 11, 11, 9, 11, 9, 7, 9, 11, 9, 11, 5, 7, 5, 4, 5, 11, 9, 11, 9, 7]"
28,16,"[7, 9, 11, 9, 11, 9, 11, 9, 11, 11, 9, 11, 9, 7, 9, 11, 12, 11, 5, 7, 5, 4, 5, 11, 9, 11, 9, 7]"
28,16,"[7, 9, 11, 9, 11, 9, 11, 9, 11, 11, 9, 11, 9, 9, 9, 11, 9, 11, 5, 4, 5, 7, 5, 11, 12, 11, 9, 7]"
28,16,"[7, 9, 11, 9, 11, 9, 11, 12, 11, 11, 9, 11, 9, 9, 9, 11, 9, 11, 5, 7, 5, 4, 5, 11, 9, 11, 9, 7]"
28,16,"[7, 9, 11, 9, 11, 9, 11, 9, 11, 11, 12, 11, 9, 9, 9, 11, 9, 11, 5, 7, 5, 4, 5, 11, 9, 11, 9, 7]"
28,20,"[12, 11, 11, 9, 9, 11, 9, 11, 9, 9, 11, 9, 7, 9, 9, 11, 9, 11, 5, 4, 5, 7, 5, 11, 9, 11, 9, 7]"
28,20,"[7, 9, 11, 9, 9, 11, 9, 11, 9, 7, 9, 9, 9, 9, 9, 11, 12, 11, 5, 4, 5, 7, 5, 11, 9, 11, 9, 7]"
28,20,"[7, 9, 11, 9, 9, 11, 11, 11, 9, 9, 9, 7, 9, 9, 11, 11, 9, 11, 5, 7, 5, 4, 5, 11, 12, 11, 9, 7]"
28,20,"[7, 9, 11, 9, 9, 11, 11, 11, 9, 7, 9, 7, 9, 9, 11, 11, 12, 11, 5, 4, 5, 7, 5, 11, 9, 11, 9, 7]"
28,20,"[12, 11, 11, 9, 9, 11, 9, 11, 9, 9, 11, 9, 9, 9, 11, 11, 9, 11, 5, 4, 5, 4, 5, 11, 9, 11, 9, 7]"
28,24,"[7, 9, 11, 9, 11, 5, 7, 5, 4, 5, 11, 9, 11, 9, 11, 9, 9, 9, 11, 11, 9, 9, 11, 9, 9, 9, 11, 12]"
28,24,"[7, 9, 11, 9, 11, 5, 4, 5, 7, 5, 11, 9, 11, 9, 11, 9, 7, 9, 11, 11, 11, 9, 11, 9, 9, 9, 11, 12]"
28,24,"[7, 9, 11, 9, 11, 5, 4, 5, 7, 5, 11, 9, 11, 9, 11, 9, 9, 9, 11, 11, 11, 12, 11, 9, 7, 9, 9, 7]"
28,24,"[7, 9, 11, 9, 11, 5, 4, 5, 7, 5, 11, 9, 11, 9, 11, 11, 9, 9, 11, 11, 11, 9, 11, 9, 7, 9, 11, 12]"
28,24,"[7, 9, 11, 12, 11, 5, 4, 5, 4, 5, 11, 9, 11, 9, 11, 9, 9, 11, 11, 11, 11, 9, 9, 7, 7, 7, 9, 7]"
28,28,"[7, 9, 9, 11, 9, 11, 9, 11, 5, 4, 5, 7, 5, 11, 9, 9, 11, 12, 11, 11, 9, 11, 9, 11, 11, 11, 9, 7]"
28,28,"[12, 11, 11, 11, 9, 11, 9, 11, 5, 4, 5, 7, 5, 11, 9, 9, 11, 9, 11, 11, 9, 9, 9, 11, 11, 11, 9, 7]"
28,28,"[7, 9, 11, 11, 9, 11, 9, 11, 5, 4, 5, 4, 5, 11, 9, 9, 11, 9, 11, 9, 9, 11, 9, 11, 11, 11, 11, 12]"
28,28,"[7, 9, 9, 11, 9, 11, 9, 11, 5, 4, 5, 4, 5, 11, 9, 9, 11, 9, 11, 9, 7, 9, 11, 11, 11, 11, 11, 12]"
28,28,"[12, 11, 9, 11, 9, 11, 9, 11, 5, 7, 5, 4, 5, 11, 9, 9, 11, 9, 11, 9, 7, 9, 11, 11, 11, 11, 9, 7]"
28,32,"[7, 9, 11, 9, 11, 5, 4, 5, 7, 5, 11, 9, 11, 11, 11, 12, 11, 9, 9, 9, 11, 11, 9, 11, 9, 9, 9, 7]"
28,32,"[7, 9, 11, 12, 11, 5, 7, 5, 4, 5, 11, 9, 11, 11, 11, 9, 11, 11, 9, 11, 11, 9, 7, 9, 9, 7, 9, 7]"
28,32,"[12, 11, 11, 9, 11, 5, 4, 5, 7, 5, 11, 9, 11, 11, 11, 9, 11, 9, 9, 9, 11, 11, 9, 9, 9, 9, 9, 7]"
28,32,"[7, 9, 11, 9, 11, 5, 7, 5, 4, 5, 11, 9, 11, 11, 11, 9, 11, 9, 7, 9, 11, 9, 7, 9, 11, 9, 11, 12]"
28,32,"[7, 9, 11, 9, 11, 5, 4, 5, 7, 5, 11, 12, 11, 11, 11, 9, 11, 9, 9, 9, 11, 9, 9, 11, 9, 9, 9, 7]"
32,16,"[7, 9, 11, 9, 11, 12, 11, 9, 11, 9, 11, 9, 11, 11, 11, 11, 11, 11, 9, 11, 5, 7, 5, 4, 5, 11, 9, 11, 9, 11, 9, 7]"
32,16,"[7, 9, 11, 9, 11, 9, 11, 9, 11, 9, 11, 9, 11, 11, 11, 11, 11, 11, 9, 11, 5, 7, 5, 4, 5, 11, 9, 11, 12, 11, 9, 7]"
32,16,"[7, 9, 11, 9, 11, 9, 11, 9, 11, 9, 11, 9, 11, 11, 11, 11, 11, 11, 9, 11, 5, 4, 5, 7, 5, 11, 9, 11, 9, 11, 11, 12]"
32,16,"[12, 11, 11, 9, 11, 9, 11, 9, 11, 9, 11, 9, 11, 11, 11, 11, 11, 11, 9, 11, 5, 4, 5, 4, 5, 11, 9, 11, 9, 11, 9, 7]"
32,16,"[7, 9, 11, 9, 11, 9, 11, 9, 11, 9, 11, 9, 11, 11, 11, 11, 11, 11, 9, 11, 5, 4, 5, 7, 5, 11, 12, 11, 9, 11, 9, 7]"
32,20,"[7, 9, 11, 9, 9, 11, 11, 9, 11, 9, 11, 5, 5, 0, 2, 4, 5, 7, 5, 11, 9, 11, 11, 12, 11, 11, 9, 11, 9, 9, 9, 7]"
32,20,"[7, 9, 11, 9, 9, 9, 11, 9, 11, 9, 11, 5, 0, 0, 2, 4, 5, 4, 5, 11, 12, 11, 11, 9, 9, 11, 11, 11, 9, 9, 9, 7]"
32,20,"[7, 9, 11, 9, 7, 9, 11, 9, 11, 12, 11, 5, 2, 0, 2, 4, 5, 4, 5, 11, 9, 11, 11, 9, 11, 11, 11, 9, 9, 9, 9, 7]"
32,20,"[7, 9, 11, 9, 9, 11, 11, 11, 11, 9, 11, 5, 2, 0, 2, 4, 5, 4, 5, 11, 12, 11, 11, 9, 9, 11, 9, 9, 7, 9, 9, 7]"
32,20,"[12, 11, 9, 9, 9, 9, 11, 9, 11, 9, 11, 5, 5, 0, 2, 4, 5, 4, 5, 11, 9, 11, 11, 9, 11, 11, 11, 11, 9, 9, 9, 7]"
32,24,"[7, 9, 11, 9, 11, 5, 4, 2, 4, 5, 4, 5, 11, 12, 11, 9, 9, 7, 9, 11, 9, 7, 9, 9, 9, 11, 9, 7, 9, 11, 9, 7]"
32,24,"[7, 9, 11, 9, 11, 5, 4, 2, 4, 5, 7, 5, 11, 9, 11, 9, 7, 7, 7, 9, 9, 7, 9, 9, 9, 11, 11, 12, 11, 11, 9, 7]"
32,24,"[7, 9, 11, 9, 11, 5, 4, 2, 4, 5, 7, 5, 11, 12, 11, 9, 9, 7, 7, 9, 11, 9, 9, 9, 11, 11, 11, 9, 9, 11, 9, 7]"
32,24,"[7, 9, 11, 9, 11, 5, 4, 2, 4, 5, 4, 5, 11, 9, 11, 9, 9, 9, 7, 9, 11, 12, 11, 9, 9, 11, 9, 9, 9, 11, 9, 7]"
32,24,"[7, 9, 11, 9, 11, 5, 4, 2, 4, 5, 4, 5, 11, 12, 11, 9, 7, 9, 9, 11, 11, 9, 9, 7, 9, 11, 9, 9, 9, 11, 9, 7]"
32,28,"[7, 9, 11, 9, 11, 5, 4, 5, 4, 4, 2, 2, 0, 0, 0, 5, 11, 9, 11, 9, 11, 12, 11, 9, 9, 11, 9, 11, 9, 11, 9, 7]"
32,28,"[7, 9, 11, 9, 11, 5, 7, 5, 4, 4, 4, 2, 0, 0, 0, 5, 11, 9, 11, 9, 11, 12, 11, 9, 11, 11, 9, 11, 9, 11, 9, 7]"
32,28,"[7, 9, 11, 9, 11, 5, 4, 5, 4, 4, 2, 0, 0, 0, 0, 5, 11, 9, 11, 9, 11, 9, 11, 11, 9, 11, 9, 11, 9, 11, 11, 12]"
32,28,"[7, 9, 11, 12, 11, 5, 7, 5, 4, 2, 2, 2, 0, 0, 0, 5, 11, 9, 11, 9, 11, 9, 11, 11, 9, 11, 9, 11, 9, 11, 9, 7]"
32,28,"[12, 11, 11, 9, 11, 5, 7, 5, 4, 2, 4, 2, 0, 0, 0, 5, 11, 9, 11, 9, 11, 9, 11, 11, 9, 11, 9, 11, 9, 11, 9, 7]"
32,32,"[7, 9, 11, 9, 11, 5, 7, 5, 4, 4, 5, 5, 11, 9, 11, 9, 7, 9, 7, 7, 9, 9, 7, 9, 11, 9, 11, 11, 9, 9, 11, 12]"
32,32,"[7, 9, 11, 9, 11, 5, 7, 5, 4, 4, 5, 5, 11, 9, 11, 11, 12, 11, 9, 9, 9, 7, 9, 11, 11, 9, 11, 11, 9, 7, 9, 7]"
32,32,"[12, 11, 11, 9, 11, 5, 7, 5, 4, 4, 5, 5, 11, 9, 11, 9, 9, 9, 7, 9, 9, 9, 7, 9, 11, 9, 11, 9, 7, 7, 9, 7]"
32,32,"[7, 9, 11, 12, 11, 5, 4, 5, 7, 7, 5, 5, 11, 9, 11, 9, 9, 11, 9, 9, 9, 7, 7, 9, 11, 9, 11, 9, 7, 7, 9, 7]"
32,32,"[7, 9, 11, 9, 11, 5, 4, 5, 7, 7, 5, 5, 11, 9, 11, 9, 9, 11, 9, 9, 9, 9, 9, 9, 11, 9, 11, 9, 9, 9, 11, 12]"
